,0,1
0,1.0,0:06:34
1,2.0,0:06:30
2,3.0,0:06:41
3,4.0,0:07:11
4,5.0,0:06:55
5,6.0,0:06:28
6,7.0,0:09:07
7,7.2,0:12:13
