,0,1
0,1.0,0:06:19
1,2.0,0:07:22
2,3.0,0:06:41
3,4.0,0:06:58
4,5.0,0:07:35
5,6.0,0:07:25
6,7.0,0:06:28
7,8.0,0:07:18
8,9.0,0:08:46
9,10.0,0:06:48
10,11.0,0:07:02
11,12.0,0:06:42
12,13.0,0:06:22
13,13.5,0:06:32
