,0,1
0,1.0,0:06:05
1,2.0,0:06:13
2,3.0,0:06:05
3,4.0,0:06:08
4,5.0,0:06:04
5,6.0,0:06:03
6,7.0,0:05:15
7,7.6,0:05:23
